kind,series_name,series_imdb_id,season,episode,original_air_date,original_air_year,rating,votes,runtime,is_comedy,is_drama
tv series,You,7335184,1,10,11 Nov. 2018,2018,8.7,2813,49,0,1
tv series,You,7335184,2,1,26 Dec. 2019,2019,8.4,2579,49,0,1
tv series,You,7335184,2,2,26 Dec. 2019,2019,8.1,2152,49,0,1
tv series,You,7335184,2,3,26 Dec. 2019,2019,7.8,2036,49,0,1
tv series,You,7335184,2,4,26 Dec. 2019,2019,8.3,1995,48,0,1
tv series,You,7335184,2,5,26 Dec. 2019,2019,8,1943,49,0,1
tv series,You,7335184,2,6,26 Dec. 2019,2019,8.1,1936,45,0,1
tv series,You,7335184,2,7,26 Dec. 2019,2019,8.5,1987,50,0,1
tv series,You,7335184,2,8,26 Dec. 2019,2019,8.9,2584,48,0,1
tv series,You,7335184,2,9,26 Dec. 2019,2019,9.1,2751,44,0,1
tv series,You,7335184,2,10,26 Dec. 2019,2019,8.7,2848,49,0,1
tv series,You,7335184,3,1,2021,,,,,0,1
tv series,Sense8,2431438,1,1,5 Jun. 2015,2015,7.6,5147,67,0,1
tv series,Sense8,2431438,1,2,5 Jun. 2015,2015,8.1,4352,54,0,1
tv series,Sense8,2431438,1,3,5 Jun. 2015,2015,8.4,4149,48,0,1
tv series,Sense8,2431438,1,4,5 Jun. 2015,2015,8.9,4465,55,0,1
tv series,Sense8,2431438,1,5,5 Jun. 2015,2015,8.4,3843,52,0,1
tv series,Sense8,2431438,1,6,5 Jun. 2015,2015,8.6,3941,52,0,1
tv series,Sense8,2431438,1,7,5 Jun. 2015,2015,8.7,3699,56,0,1
tv series,Sense8,2431438,1,8,5 Jun. 2015,2015,8.9,3808,50,0,1
tv series,Sense8,2431438,1,9,5 Jun. 2015,2015,8.5,3750,52,0,1
tv series,Sense8,2431438,1,10,5 Jun. 2015,2015,9,4053,54,0,1
tv series,Sense8,2431438,1,11,5 Jun. 2015,2015,9.1,3820,48,0,1
tv series,Sense8,2431438,1,12,5 Jun. 2015,2015,9.3,4597,54,0,1
tv series,Sense8,2431438,2,1,23 Dec. 2016,2016,8.8,4588,124,0,1
tv series,Sense8,2431438,2,2,5-May-17,2017,9.1,2825,51,0,1
tv series,Sense8,2431438,2,3,5-May-17,2017,9,2606,51,0,1
tv series,Sense8,2431438,2,4,5-May-17,2017,8.7,2473,58,0,1
tv series,Sense8,2431438,2,5,5-May-17,2017,8.9,2486,51,0,1
tv series,Sense8,2431438,2,6,5-May-17,2017,8.9,2484,67,0,1
tv series,Sense8,2431438,2,7,5-May-17,2017,8.9,2426,61,0,1
tv series,Sense8,2431438,2,8,5-May-17,2017,9.1,2581,56,0,1
tv series,Sense8,2431438,2,9,5-May-17,2017,9.1,2467,57,0,1
tv series,Sense8,2431438,2,10,5-May-17,2017,9.2,2774,52,0,1
tv series,Sense8,2431438,2,11,5-May-17,2017,9.5,3418,57,0,1
tv series,Sense8,2431438,2,12,8 Jun. 2018,2018,9,4323,152,0,1
tv series,Queer Eye,7259746,1,1,7 Feb. 2018,2018,8.8,704,48,0,0
tv series,Queer Eye,7259746,1,2,7 Feb. 2018,2018,8.1,487,45,0,0
tv series,Queer Eye,7259746,1,3,7 Feb. 2018,2018,7.7,470,46,0,0
tv series,Queer Eye,7259746,1,4,7 Feb. 2018,2018,9.2,681,47,0,0
tv series,Queer Eye,7259746,1,5,7 Feb. 2018,2018,8.3,410,43,0,0
tv series,Queer Eye,7259746,1,6,7 Feb. 2018,2018,7.8,355,45,0,0
tv series,Queer Eye,7259746,1,7,7 Feb. 2018,2018,7.6,378,45,0,0
tv series,Queer Eye,7259746,1,8,7 Feb. 2018,2018,8.2,382,46,0,0
tv series,Queer Eye,7259746,2,1,15 Jun. 2018,2018,9.1,622,51,0,0
tv series,Queer Eye,7259746,2,2,15 Jun. 2018,2018,8.9,412,45,0,0
tv series,Queer Eye,7259746,2,3,15 Jun. 2018,2018,8,300,,0,0
tv series,Queer Eye,7259746,2,4,15 Jun. 2018,2018,8.2,306,44,0,0
tv series,Queer Eye,7259746,2,5,15 Jun. 2018,2018,8.4,326,,0,0
tv series,Queer Eye,7259746,2,6,15 Jun. 2018,2018,7,290,47,0,0
tv series,Queer Eye,7259746,2,7,15 Jun. 2018,2018,7.9,256,46,0,0
tv series,Queer Eye,7259746,2,8,15 Jun. 2018,2018,7.7,236,47,0,0
tv series,Queer Eye,7259746,3,1,15 Mar. 2019,2019,8.6,344,,0,0
tv series,Queer Eye,7259746,3,2,15 Mar. 2019,2019,8.3,271,,0,0
tv series,Queer Eye,7259746,3,3,15 Mar. 2019,2019,9.4,494,,0,0
tv series,Queer Eye,7259746,3,4,15 Mar. 2019,2019,8.3,248,,0,0
tv series,Queer Eye,7259746,3,5,15 Mar. 2019,2019,9.2,344,,0,0
tv series,Queer Eye,7259746,3,6,15 Mar. 2019,2019,9,276,,0,0
tv series,Queer Eye,7259746,3,7,15 Mar. 2019,2019,7.9,206,,0,0
tv series,Queer Eye,7259746,3,8,15 Mar. 2019,2019,8,186,,0,0
tv series,Queer Eye,7259746,4,1,19 Jul. 2019,2019,8.8,278,,0,0
tv series,Queer Eye,7259746,4,2,19 Jul. 2019,2019,9.2,346,,0,0
tv series,Queer Eye,7259746,4,3,19 Jul. 2019,2019,8.7,211,,0,0
tv series,Queer Eye,7259746,4,4,19 Jul. 2019,2019,7.7,190,,0,0
tv series,Queer Eye,7259746,4,5,19 Jul. 2019,2019,9.2,251,,0,0
tv series,Queer Eye,7259746,4,6,19 Jul. 2019,2019,8.3,183,,0,0
tv series,Queer Eye,7259746,4,7,19 Jul. 2019,2019,8.3,151,,0,0
tv series,Queer Eye,7259746,4,8,19 Jul. 2019,2019,7.7,153,,0,0
tv series,Queer Eye,7259746,5,1,5 Jun. 2020,2020,8.7,162,,0,0
tv series,Queer Eye,7259746,5,2,5 Jun. 2020,2020,8.5,115,,0,0
tv series,Queer Eye,7259746,5,3,5 Jun. 2020,2020,8.8,99,,0,0
tv series,Queer Eye,7259746,5,4,5 Jun. 2020,2020,8.8,96,,0,0
tv series,Queer Eye,7259746,5,5,5 Jun. 2020,2020,6.8,135,,0,0
tv series,Queer Eye,7259746,5,6,5 Jun. 2020,2020,6.9,91,,0,0
tv series,Queer Eye,7259746,5,7,5 Jun. 2020,2020,8.7,83,,0,0
tv series,Queer Eye,7259746,5,8,5 Jun. 2020,2020,8.4,82,,0,0
tv series,Queer Eye,7259746,5,9,5 Jun. 2020,2020,8.6,80,,0,0
tv series,Queer Eye,7259746,5,10,5 Jun. 2020,2020,8.4,63,,0,0
tv series,1983,7371666,1,1,30 Nov. 2018,2018,6.8,167,,0,1
tv series,1983,7371666,1,2,30 Nov. 2018,2018,6.8,135,,0,1
tv series,1983,7371666,1,3,30 Nov. 2018,2018,6.7,117,,0,1
tv series,1983,7371666,1,4,30 Nov. 2018,2018,6.7,106,,0,1
tv series,1983,7371666,1,5,30 Nov. 2018,2018,6.5,100,,0,1
tv series,1983,7371666,1,6,30 Nov. 2018,2018,7.1,97,,0,1
tv series,1983,7371666,1,7,30 Nov. 2018,2018,7.1,94,,0,1
tv series,1983,7371666,1,8,30 Nov. 2018,2018,7.1,113,,0,1
tv series,Control Z,11937662,1,1,22-May-20,2020,7.4,175,35,0,1
tv series,Control Z,11937662,1,2,22-May-20,2020,7.2,154,36,0,1
tv series,Control Z,11937662,1,3,22-May-20,2020,8.2,156,39,0,1
tv series,Control Z,11937662,1,4,22-May-20,2020,7.9,126,40,0,1
tv series,Control Z,11937662,1,5,22-May-20,2020,7.7,119,37,0,1
tv series,Control Z,11937662,1,6,22-May-20,2020,7.8,121,34,0,1
tv series,Control Z,11937662,1,7,22-May-20,2020,8.2,131,36,0,1
tv series,Control Z,11937662,1,8,22-May-20,2020,8.8,141,38,0,1
tv series,Control Z,11937662,2,1,2021,,,,,0,1
tv series,Control Z,11937662,2,2,2021,,,,,0,1
tv series,Control Z,11937662,2,3,2021,,,,,0,1
tv series,Control Z,11937662,2,4,2021,,,,,0,1
tv series,Control Z,11937662,2,5,2021,,,,,0,1
tv series,Control Z,11937662,2,6,2021,,,,,0,1
tv series,Control Z,11937662,2,7,2021,,,,,0,1
tv series,Control Z,11937662,2,8,2021,,,,,0,1
tv series,Fast & Furious Spy Racers,8322592,1,1,26 Dec. 2019,2019,7,72,,0,0
tv series,Fast & Furious Spy Racers,8322592,1,2,26 Dec. 2019,2019,7.1,53,,0,0
tv series,Fast & Furious Spy Racers,8322592,1,3,26 Dec. 2019,2019,7,47,,0,0
tv series,Fast & Furious Spy Racers,8322592,1,4,26 Dec. 2019,2019,6.7,42,,0,0
tv series,Fast & Furious Spy Racers,8322592,1,5,26 Dec. 2019,2019,7.2,40,,0,0
tv series,Fast & Furious Spy Racers,8322592,1,6,26 Dec. 2019,2019,7.3,39,,0,0
tv series,Fast & Furious Spy Racers,8322592,1,7,26 Dec. 2019,2019,7.4,41,,0,0
tv series,Fast & Furious Spy Racers,8322592,1,8,26 Dec. 2019,2019,7.1,42,,0,0
tv series,Blazing Transfer Students,7931520,1,1,10 Nov. 2017,2017,7.4,,,1,0
tv series,Blazing Transfer Students,7931520,1,2,10 Nov. 2017,2017,,,,1,0
tv series,Blazing Transfer Students,7931520,1,3,10 Nov. 2017,2017,,,,1,0
tv series,Blazing Transfer Students,7931520,1,4,10 Nov. 2017,2017,,,,1,0
tv series,Blazing Transfer Students,7931520,1,5,10 Nov. 2017,2017,,,,1,0
tv series,Blazing Transfer Students,7931520,1,6,10 Nov. 2017,2017,,,,1,0
tv series,Blazing Transfer Students,7931520,1,7,10 Nov. 2017,2017,,,,1,0
tv series,Blazing Transfer Students,7931520,1,8,10 Nov. 2017,2017,,,,1,0
tv series,The Confession Tapes,7349602,1,1,8 Sep. 2017,2017,8,308,,0,0
tv series,The Confession Tapes,7349602,1,2,8 Sep. 2017,2017,8.1,285,46,0,0
tv series,The Confession Tapes,7349602,1,3,8 Sep. 2017,2017,7.6,218,,0,0
tv series,The Confession Tapes,7349602,1,4,8 Sep. 2017,2017,7.4,182,,0,0
tv series,The Confession Tapes,7349602,1,5,8 Sep. 2017,2017,7.5,174,,0,0
tv series,The Confession Tapes,7349602,1,6,8 Sep. 2017,2017,7.3,156,,0,0
tv series,The Confession Tapes,7349602,1,7,8 Sep. 2017,2017,7.7,155,,0,0
tv series,The Confession Tapes,7349602,2,1,21 Jun. 2019,2019,7.6,106,,0,0
tv series,The Confession Tapes,7349602,2,2,21 Jun. 2019,2019,8.1,104,,0,0
tv series,The Confession Tapes,7349602,2,3,21 Jun. 2019,2019,7.3,81,,0,0
tv series,The Confession Tapes,7349602,2,4,21 Jun. 2019,2019,7,78,,0,0
tv series,On My Block,7879820,1,1,16 Mar. 2018,2018,7.6,303,31,1,0
tv series,On My Block,7879820,1,2,16 Mar. 2018,2018,7.8,252,29,1,0
tv series,On My Block,7879820,1,3,16 Mar. 2018,2018,8,231,26,1,0
tv series,On My Block,7879820,1,4,16 Mar. 2018,2018,8.2,224,25,1,0
tv series,On My Block,7879820,1,5,16 Mar. 2018,2018,8.2,209,26,1,0
tv series,On My Block,7879820,1,6,16 Mar. 2018,2018,8.1,202,29,1,0
tv series,On My Block,7879820,1,7,16 Mar. 2018,2018,7.9,200,30,1,0
tv series,On My Block,7879820,1,8,16 Mar. 2018,2018,8.2,208,28,1,0
tv series,On My Block,7879820,1,9,16 Mar. 2018,2018,8.2,215,27,1,0
tv series,On My Block,7879820,1,10,16 Mar. 2018,2018,9,346,30,1,0
tv series,On My Block,7879820,2,1,29 Mar. 2019,2019,8.1,180,32,1,0
tv series,On My Block,7879820,2,2,29 Mar. 2019,2019,8.1,153,30,1,0
tv series,On My Block,7879820,2,3,29 Mar. 2019,2019,8.3,155,28,1,0
tv series,On My Block,7879820,2,4,29 Mar. 2019,2019,8.6,161,31,1,0
tv series,On My Block,7879820,2,5,29 Mar. 2019,2019,8,142,22,1,0
tv series,On My Block,7879820,2,6,29 Mar. 2019,2019,8,141,25,1,0
tv series,On My Block,7879820,2,7,29 Mar. 2019,2019,8.3,150,27,1,0
tv series,On My Block,7879820,2,8,29 Mar. 2019,2019,8.2,142,26,1,0
tv series,On My Block,7879820,2,9,29 Mar. 2019,2019,8.3,147,32,1,0
tv series,On My Block,7879820,2,10,29 Mar. 2019,2019,8.4,164,30,1,0
tv series,On My Block,7879820,3,1,11 Mar. 2020,2020,8,127,28,1,0
tv series,On My Block,7879820,3,2,11 Mar. 2020,2020,8.1,113,32,1,0
tv series,On My Block,7879820,3,3,11 Mar. 2020,2020,8.2,106,29,1,0
tv series,On My Block,7879820,3,4,11 Mar. 2020,2020,8.2,107,30,1,0
tv series,On My Block,7879820,3,5,11 Mar. 2020,2020,8.3,109,33,1,0
tv series,On My Block,7879820,3,6,11 Mar. 2020,2020,8.2,107,31,1,0
tv series,On My Block,7879820,3,7,11 Mar. 2020,2020,8.5,112,29,1,0
tv series,On My Block,7879820,3,8,11 Mar. 2020,2020,8.8,154,37,1,0
tv series,Awake: The Million Dollar Game,10370956,1,1,14 Jun. 2019,2019,6.8,62,,0,0
tv series,Awake: The Million Dollar Game,10370956,1,2,14 Jun. 2019,2019,7.5,43,,0,0
tv series,Awake: The Million Dollar Game,10370956,1,3,14 Jun. 2019,2019,7.5,35,,0,0
tv series,Awake: The Million Dollar Game,10370956,1,4,14 Jun. 2019,2019,7.5,34,,0,0
tv series,Awake: The Million Dollar Game,10370956,1,5,14 Jun. 2019,2019,7.5,32,,0,0
tv series,Awake: The Million Dollar Game,10370956,1,6,14 Jun. 2019,2019,7.6,29,,0,0
tv series,Awake: The Million Dollar Game,10370956,1,7,14 Jun. 2019,2019,8.1,29,,0,0
tv series,Awake: The Million Dollar Game,10370956,1,8,14 Jun. 2019,2019,7.9,27,,0,0
tv series,Lovesick,4051832,1,1,15 Apr. 2015,2015,7.6,321,24,1,0
tv series,Lovesick,4051832,1,2,9 Oct. 2014,2014,7.6,268,24,1,0
tv series,Lovesick,4051832,1,3,16 Oct. 2014,2014,8.2,262,23,1,0
tv series,Lovesick,4051832,1,4,23 Oct. 2014,2014,7.6,236,23,1,0
tv series,Lovesick,4051832,1,5,30 Oct. 2014,2014,7.6,232,23,1,0
tv series,Lovesick,4051832,1,6,6 Nov. 2014,2014,8.7,318,23,1,0
tv series,Lovesick,4051832,2,1,17 Nov. 2016,2016,7.8,207,26,1,0
tv series,Lovesick,4051832,2,2,17 Nov. 2016,2016,8.1,194,26,1,0
tv series,Lovesick,4051832,2,3,17 Nov. 2016,2016,8,176,24,1,0
tv series,Lovesick,4051832,2,4,17 Nov. 2016,2016,8.2,188,26,1,0
tv series,Lovesick,4051832,2,5,17 Nov. 2016,2016,7.7,170,24,1,0
tv series,Lovesick,4051832,2,6,17 Nov. 2016,2016,7.9,162,25,1,0
tv series,Lovesick,4051832,2,7,17 Nov. 2016,2016,8.2,178,26,1,0
tv series,Lovesick,4051832,2,8,17 Nov. 2016,2016,9,256,25,1,0
tv series,Lovesick,4051832,3,1,1 Jan. 2018,2018,7.7,164,,1,0
tv series,Lovesick,4051832,3,2,1 Jan. 2018,2018,7.7,142,,1,0
tv series,Lovesick,4051832,3,3,1 Jan. 2018,2018,8.6,181,,1,0
tv series,Lovesick,4051832,3,4,1 Jan. 2018,2018,8.2,152,,1,0
tv series,Lovesick,4051832,3,5,1 Jan. 2018,2018,7.5,133,,1,0
tv series,Lovesick,4051832,3,6,1 Jan. 2018,2018,7.5,125,,1,0
tv series,Lovesick,4051832,3,7,1 Jan. 2018,2018,7.8,143,,1,0
tv series,Lovesick,4051832,3,8,1 Jan. 2018,2018,8.2,156,,1,0
tv series,Neo Yokio,7343832,1,1,22 Sep. 2017,2017,6.9,98,22,1,0
tv series,Neo Yokio,7343832,1,2,22 Sep. 2017,2017,7.2,81,24,1,0
tv series,Neo Yokio,7343832,1,3,22 Sep. 2017,2017,7.1,72,,1,0
tv series,Neo Yokio,7343832,1,4,22 Sep. 2017,2017,7.4,67,,1,0
tv series,Neo Yokio,7343832,1,5,22 Sep. 2017,2017,7.4,73,,1,0
tv series,Neo Yokio,7343832,1,6,22 Sep. 2017,2017,7.7,75,,1,0
tv series,Neo Yokio,7343832,2,0,7 Dec. 2018,2018,7.5,146,,1,0
tv series,Mystic Pop-up Bar,12246190,1,1,20-May-20,2020,8.5,22,,1,0
tv series,Mystic Pop-up Bar,12246190,1,2,21-May-20,2020,8.8,22,,1,0
tv series,Mystic Pop-up Bar,12246190,1,3,27-May-20,2020,8.8,20,,1,0
tv series,Mystic Pop-up Bar,12246190,1,4,28-May-20,2020,8.9,19,,1,0
tv series,Mystic Pop-up Bar,12246190,1,5,3 Jun. 2020,2020,8.9,18,,1,0
tv series,Mystic Pop-up Bar,12246190,1,6,4 Jun. 2020,2020,8.8,20,,1,0
tv series,Mystic Pop-up Bar,12246190,1,7,10 Jun. 2020,2020,9.4,18,,1,0
tv series,Mystic Pop-up Bar,12246190,1,8,11 Jun. 2020,2020,9.2,17,,1,0
tv series,Mystic Pop-up Bar,12246190,1,9,17 Jun. 2020,2020,9,16,,1,0
tv series,Mystic Pop-up Bar,12246190,1,10,18 Jun. 2020,2020,9.3,19,,1,0
tv series,Mystic Pop-up Bar,12246190,1,11,24 Jun. 2020,2020,9.3,17,,1,0
tv series,Mystic Pop-up Bar,12246190,1,12,25 Jun. 2020,2020,9.6,18,,1,0
tv series,Haunted,9077192,1,1,19 Oct. 2018,2018,6.3,249,25,0,0
tv series,Haunted,9077192,1,2,19 Oct. 2018,2018,5.1,226,31,0,0
tv series,Haunted,9077192,1,3,19 Oct. 2018,2018,5.3,142,25,0,0
tv series,Haunted,9077192,1,4,19 Oct. 2018,2018,5.7,123,23,0,0
tv series,Haunted,9077192,1,5,19 Oct. 2018,2018,5.3,123,20,0,0
tv series,Haunted,9077192,1,6,19 Oct. 2018,2018,5.5,131,23,0,0
tv series,Haunted,9077192,2,1,11 Oct. 2019,2019,5.5,114,,0,0
tv series,Haunted,9077192,2,2,11 Oct. 2019,2019,6.8,111,,0,0
tv series,Haunted,9077192,2,3,11 Oct. 2019,2019,7.1,120,,0,0
tv series,Haunted,9077192,2,4,11 Oct. 2019,2019,6,78,,0,0
tv series,Haunted,9077192,2,5,11 Oct. 2019,2019,4.4,89,,0,0
tv series,Haunted,9077192,2,6,11 Oct. 2019,2019,6.6,69,,0,0
tv series,Another Life,8369840,1,1,25 Jul. 2019,2019,5.7,1123,61,0,1
tv series,Another Life,8369840,1,2,25 Jul. 2019,2019,6.1,804,45,0,1
tv series,Another Life,8369840,1,3,25 Jul. 2019,2019,6.4,733,47,0,1
tv series,Another Life,8369840,1,4,25 Jul. 2019,2019,5.8,713,44,0,1
tv series,Another Life,8369840,1,5,25 Jul. 2019,2019,6,643,40,0,1
tv series,Another Life,8369840,1,6,25 Jul. 2019,2019,6.4,592,43,0,1
tv series,Another Life,8369840,1,7,25 Jul. 2019,2019,6.3,585,44,0,1
tv series,Another Life,8369840,1,8,25 Jul. 2019,2019,5.7,621,44,0,1
tv series,Another Life,8369840,1,9,25 Jul. 2019,2019,6.4,572,37,0,1
tv series,Another Life,8369840,1,10,25 Jul. 2019,2019,6.7,658,45,0,1
tv series,Another Life,8369840,2,1,2020,,,,,0,1
tv series,White Rabbit Project,6048644,1,1,9 Dec. 2016,2016,6.9,128,,0,0
tv series,White Rabbit Project,6048644,1,2,9 Dec. 2016,2016,7,72,,0,0
tv series,White Rabbit Project,6048644,1,3,9 Dec. 2016,2016,7.1,61,,0,0
tv series,White Rabbit Project,6048644,1,4,9 Dec. 2016,2016,6.8,55,,0,0
tv series,White Rabbit Project,6048644,1,5,9 Dec. 2016,2016,7.2,55,,0,0
tv series,White Rabbit Project,6048644,1,6,9 Dec. 2016,2016,6.7,50,,0,0
tv series,White Rabbit Project,6048644,1,7,9 Dec. 2016,2016,6.4,47,,0,0
tv series,White Rabbit Project,6048644,1,8,9 Dec. 2016,2016,7.1,45,,0,0
tv series,White Rabbit Project,6048644,1,9,9 Dec. 2016,2016,7.1,43,,0,0
tv series,White Rabbit Project,6048644,1,10,9 Dec. 2016,2016,7.8,47,,0,0
tv series,The Investigator: A British Crime Story,5900164,1,1,14 Jul. 2016,2016,6.8,87,46,0,0
tv series,The Investigator: A British Crime Story,5900164,1,2,21 Jul. 2016,2016,6.8,76,47,0,0
tv series,The Investigator: A British Crime Story,5900164,1,3,28 Jul. 2016,2016,6.8,72,47,0,0
tv series,The Investigator: A British Crime Story,5900164,1,4,4 Aug. 2016,2016,6.3,72,46,0,0
tv series,The Investigator: A British Crime Story,5900164,2,1,5 Apr. 2018,2018,6.3,46,,0,0
tv series,The Investigator: A British Crime Story,5900164,2,2,12 Apr. 2018,2018,6.2,40,,0,0
tv series,The Investigator: A British Crime Story,5900164,2,3,19 Apr. 2018,2018,5.6,34,,0,0
tv series,Chilling Adventures of Sabrina,7569592,1,1,26 Oct. 2018,2018,7.7,2643,62,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,2,26 Oct. 2018,2018,8.2,2250,57,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,3,26 Oct. 2018,2018,7.9,2037,57,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,4,26 Oct. 2018,2018,8,1922,60,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,5,26 Oct. 2018,2018,7.6,2021,54,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,6,26 Oct. 2018,2018,7.9,1778,50,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,7,26 Oct. 2018,2018,8.2,1766,55,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,8,26 Oct. 2018,2018,8.2,1704,56,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,9,26 Oct. 2018,2018,8.3,1722,61,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,10,26 Oct. 2018,2018,8.6,1889,64,0,1
tv series,Chilling Adventures of Sabrina,7569592,1,11,14 Dec. 2018,2018,7.9,1486,55,0,1
tv series,Chilling Adventures of Sabrina,7569592,2,1,5 Apr. 2019,2019,7.7,1509,55,0,1
tv series,Chilling Adventures of Sabrina,7569592,2,2,5 Apr. 2019,2019,8.1,1267,56,0,1
tv series,Chilling Adventures of Sabrina,7569592,2,3,5 Apr. 2019,2019,8,1269,61,0,1
tv series,Chilling Adventures of Sabrina,7569592,2,4,5 Apr. 2019,2019,7.6,1345,63,0,1
tv series,Chilling Adventures of Sabrina,7569592,2,5,5 Apr. 2019,2019,8.3,1177,57,0,1
tv series,Chilling Adventures of Sabrina,7569592,2,6,5 Apr. 2019,2019,9.1,1619,54,0,1
tv series,Chilling Adventures of Sabrina,7569592,2,7,5 Apr. 2019,2019,8.8,1256,57,0,1
tv series,Chilling Adventures of Sabrina,7569592,2,8,5 Apr. 2019,2019,8.7,1201,53,0,1
tv series,Chilling Adventures of Sabrina,7569592,2,9,5 Apr. 2019,2019,8.8,1399,62,0,1
tv series,Chilling Adventures of Sabrina,7569592,3,1,24 Jan. 2020,2020,7.5,995,60,0,1
tv series,Chilling Adventures of Sabrina,7569592,3,2,24 Jan. 2020,2020,7.6,884,56,0,1
tv series,Chilling Adventures of Sabrina,7569592,3,3,24 Jan. 2020,2020,7.6,825,58,0,1
tv series,Chilling Adventures of Sabrina,7569592,3,4,24 Jan. 2020,2020,7.8,794,59,0,1
tv series,Chilling Adventures of Sabrina,7569592,3,5,24 Jan. 2020,2020,7.7,759,57,0,1
tv series,Chilling Adventures of Sabrina,7569592,3,6,24 Jan. 2020,2020,8.1,752,58,0,1
tv series,Chilling Adventures of Sabrina,7569592,3,7,24 Jan. 2020,2020,8.4,834,55,0,1
tv series,Chilling Adventures of Sabrina,7569592,3,8,24 Jan. 2020,2020,7.8,874,60,0,1
tv series,Chilling Adventures of Sabrina,7569592,4,1,2020,,,,,0,1
tv series,Chilling Adventures of Sabrina,7569592,4,2,2020,,,,,0,1
tv series,Chilling Adventures of Sabrina,7569592,4,3,2020,,,,,0,1
tv series,Chilling Adventures of Sabrina,7569592,4,4,2020,,,,,0,1
tv series,Chilling Adventures of Sabrina,7569592,4,5,2020,,,,,0,1
tv series,Chilling Adventures of Sabrina,7569592,4,6,2020,,,,,0,1
tv series,Chilling Adventures of Sabrina,7569592,4,7,2020,,,,,0,1
tv series,Chilling Adventures of Sabrina,7569592,4,8,2020,,,,,0,1
tv series,Fastest Car,8295694,1,1,6 Apr. 2018,2018,7.3,53,,0,0
tv series,Fastest Car,8295694,1,2,6 Apr. 2018,2018,7.3,50,,0,0
tv series,Fastest Car,8295694,1,3,6 Apr. 2018,2018,7.6,47,,0,0
tv series,Fastest Car,8295694,1,4,6 Apr. 2018,2018,6.6,48,,0,0
tv series,Fastest Car,8295694,1,5,6 Apr. 2018,2018,7,42,,0,0
tv series,Fastest Car,8295694,1,6,6 Apr. 2018,2018,7.5,39,,0,0
tv series,Fastest Car,8295694,1,7,6 Apr. 2018,2018,7.2,44,,0,0
tv series,Fastest Car,8295694,1,8,6 Apr. 2018,2018,7.5,43,,0,0
tv series,Fastest Car,8295694,2,1,20 Sep. 2019,2019,7.8,19,,0,0
tv series,Fastest Car,8295694,2,2,20 Sep. 2019,2019,8.2,22,,0,0
tv series,Fastest Car,8295694,2,3,20 Sep. 2019,2019,7.8,20,,0,0
tv series,Fastest Car,8295694,2,4,20 Sep. 2019,2019,7.8,20,,0,0
tv series,Fastest Car,8295694,2,5,20 Sep. 2019,2019,7.7,19,,0,0
tv series,Fastest Car,8295694,2,6,20 Sep. 2019,2019,7.9,23,,0,0
tv series,Fastest Car,8295694,2,7,20 Sep. 2019,2019,8.4,26,,0,0
tv series,Peaky Blinders,2442560,1,1,30 Sep. 2014,2014,8.2,6941,,0,1
tv series,Peaky Blinders,2442560,1,2,30 Sep. 2014,2014,8.4,5908,,0,1
tv series,Peaky Blinders,2442560,1,3,30 Sep. 2014,2014,8.4,5524,,0,1
tv series,Peaky Blinders,2442560,1,4,30 Sep. 2014,2014,8.7,5398,59,0,1
tv series,Peaky Blinders,2442560,1,5,30 Sep. 2014,2014,9,5726,57,0,1
tv series,Peaky Blinders,2442560,1,6,30 Sep. 2014,2014,9.2,6301,55,0,1
tv series,Peaky Blinders,2442560,2,1,2 Oct. 2014,2014,8.6,4930,59,0,1
tv series,Peaky Blinders,2442560,2,2,9 Oct. 2014,2014,8.5,4534,58,0,1
tv series,Peaky Blinders,2442560,2,3,16 Oct. 2014,2014,8.7,4410,59,0,1
tv series,Peaky Blinders,2442560,2,4,23 Oct. 2014,2014,8.6,4354,58,0,1
tv series,Peaky Blinders,2442560,2,5,30 Oct. 2014,2014,8.9,4430,58,0,1
tv series,Peaky Blinders,2442560,2,6,6 Nov. 2014,2014,9.6,7447,59,0,1
tv series,Peaky Blinders,2442560,3,1,31-May-16,2016,8.3,4478,56,0,1
tv series,Peaky Blinders,2442560,3,2,31-May-16,2016,9,4456,57,0,1
tv series,Peaky Blinders,2442560,3,3,31-May-16,2016,8.8,4056,58,0,1
tv series,Peaky Blinders,2442560,3,4,31-May-16,2016,8.9,4086,54,0,1
tv series,Peaky Blinders,2442560,3,5,31-May-16,2016,8.5,3915,56,0,1
tv series,Peaky Blinders,2442560,3,6,31-May-16,2016,9.6,6733,57,0,1
tv series,Peaky Blinders,2442560,4,1,21 Dec. 2017,2017,9.5,7175,60,0,1
tv series,Peaky Blinders,2442560,4,2,21 Dec. 2017,2017,9.3,5255,57,0,1
tv series,Peaky Blinders,2442560,4,3,21 Dec. 2017,2017,8.7,4350,59,0,1
tv series,Peaky Blinders,2442560,4,4,21 Dec. 2017,2017,8.8,4228,57,0,1
tv series,Peaky Blinders,2442560,4,5,21 Dec. 2017,2017,8.9,4349,57,0,1
