"series_name","series_num","season","episode","rating","votes","runtime","is_comedy","is_drama","rating_miss"
"The Great British Baking Show",217,5,14,8.6,13,58,0,0,NA
"The Great British Baking Show",217,5,15,8.7,12,58,0,0,NA
"The Great British Baking Show",217,5,16,8.7,14,59,0,0,NA
"The Great British Baking Show",217,6,1,8.1,55,58,0,0,NA
"The Great British Baking Show",217,6,2,7.9,52,58,0,0,NA
"The Great British Baking Show",217,6,3,8.3,50,58,0,0,NA
"The Great British Baking Show",217,6,4,8,49,57,0,0,NA
"The Great British Baking Show",217,6,5,8.1,47,58,0,0,NA
"The Great British Baking Show",217,6,6,8.1,47,57,0,0,NA
"The Great British Baking Show",217,6,7,8.1,49,58,0,0,NA
"The Great British Baking Show",217,6,8,8.1,48,58,0,0,NA
"The Great British Baking Show",217,6,9,8.1,48,58,0,0,NA
"The Great British Baking Show",217,6,10,8.2,54,59,0,0,NA
"The Great British Baking Show",217,6,12,8.9,11,58,0,0,NA
"The Great British Baking Show",217,6,13,8.7,9,58,0,0,NA
"The Great British Baking Show",217,6,14,9,8,59,0,0,NA
"The Great British Baking Show",217,6,15,8.9,8,58,0,0,NA
"The Great British Baking Show",217,6,16,9.2,12,59,0,0,NA
"The Great British Baking Show",217,7,1,8.1,59,58,0,0,NA
"The Great British Baking Show",217,7,2,8,55,58,0,0,NA
"The Great British Baking Show",217,7,3,8,51,58,0,0,NA
"The Great British Baking Show",217,7,4,7.6,53,58,0,0,NA
"The Great British Baking Show",217,7,5,7.5,48,58,0,0,NA
"The Great British Baking Show",217,7,6,8,44,58,0,0,NA
"The Great British Baking Show",217,7,7,8,43,58,0,0,NA
"The Great British Baking Show",217,7,8,8.1,42,58,0,0,NA
"The Great British Baking Show",217,7,9,8.2,38,58,0,0,NA
"The Great British Baking Show",217,7,10,8.3,44,59,0,0,NA
"The Great British Baking Show",217,7,12,8.2,11,59,0,0,NA
"The Great British Baking Show",217,7,13,8.4,12,59,0,0,NA
"The Great British Baking Show",217,8,1,7.3,87,34,0,0,7.3
"The Great British Baking Show",217,8,2,7.6,54,58,0,0,NA
"The Great British Baking Show",217,8,3,7.6,51,58,0,0,NA
"The Great British Baking Show",217,8,4,7.4,49,33,0,0,NA
"The Great British Baking Show",217,8,5,7.5,46,58,0,0,NA
"The Great British Baking Show",217,8,6,7.7,49,34,0,0,NA
"The Great British Baking Show",217,8,7,7.3,44,58,0,0,NA
"The Great British Baking Show",217,8,8,7.1,44,35,0,0,NA
"The Great British Baking Show",217,8,9,7.3,41,58,0,0,NA
"The Great British Baking Show",217,8,10,7.6,44,34,0,0,NA
"The Great British Baking Show",217,9,1,7.6,72,57,0,0,7.6
"The Great British Baking Show",217,9,2,8.1,60,56,0,0,8.1
"The Great British Baking Show",217,9,3,7.9,50,57,0,0,7.9
"The Great British Baking Show",217,9,4,7.9,48,56,0,0,7.9
"The Great British Baking Show",217,9,5,7.7,47,56,0,0,7.7
"The Great British Baking Show",217,9,6,7.9,46,56,0,0,7.9
"The Great British Baking Show",217,9,7,7.4,52,57,0,0,7.4
"The Great British Baking Show",217,9,8,7.5,48,56,0,0,7.5
"The Great British Baking Show",217,9,9,7.9,41,56,0,0,7.9
"The Great British Baking Show",217,9,10,7.3,47,58,0,0,7.3
"The Great British Baking Show",217,10,2,8,55,34,0,0,8
"The Great British Baking Show",217,10,8,7.4,40,34,0,0,7.4
"The Haunting of Hill House",218,1,1,8.2,6763,60,0,1,8.2
"The Haunting of Hill House",218,1,2,8,6031,51,0,1,8
"The Haunting of Hill House",218,1,3,8.7,6075,53,0,1,8.7
"The Haunting of Hill House",218,1,4,8.6,5898,53,0,1,8.6
"The Haunting of Hill House",218,1,5,9.5,9669,70,0,1,9.5
"The Haunting of Hill House",218,1,6,9.4,8659,57,0,1,9.4
"The Haunting of Hill House",218,1,7,8.3,5159,60,0,1,8.3
"The Haunting of Hill House",218,1,8,8.9,5456,43,0,1,8.9
"The Haunting of Hill House",218,1,9,8.9,5386,58,0,1,8.9
"The Haunting of Hill House",218,1,10,8.6,6050,71,0,1,8.6
"The House of Flowers",219,1,1,7.7,252,32,1,1,7.7
"The House of Flowers",219,1,1,7.7,252,32,1,1,7.7
"The House of Flowers",219,1,2,8.1,193,35,1,1,8.1
"The House of Flowers",219,1,2,8.1,193,35,1,1,8.1
"The House of Flowers",219,1,3,8.5,182,34,1,1,8.5
"The House of Flowers",219,1,3,8.5,182,34,1,1,8.5
"The House of Flowers",219,1,4,8.1,157,31,1,1,8.1
"The House of Flowers",219,1,4,8.1,157,31,1,1,8.1
"The House of Flowers",219,1,5,8.1,157,29,1,1,8.1
"The House of Flowers",219,1,5,8.1,157,29,1,1,8.1
"The House of Flowers",219,1,6,8.3,156,31,1,1,8.3
"The House of Flowers",219,1,6,8.3,156,31,1,1,8.3
"The House of Flowers",219,1,7,8.5,155,29,1,1,8.5
"The House of Flowers",219,1,7,8.5,155,29,1,1,8.5
"The House of Flowers",219,1,8,8.4,149,29,1,1,8.4
"The House of Flowers",219,1,8,8.4,149,29,1,1,8.4
"The House of Flowers",219,1,9,8.1,142,27,1,1,8.1
"The House of Flowers",219,1,9,8.1,142,27,1,1,8.1
"The House of Flowers",219,1,10,7.9,138,30,1,1,7.9
"The House of Flowers",219,1,10,7.9,138,30,1,1,7.9
"The House of Flowers",219,1,11,8,141,30,1,1,8
"The House of Flowers",219,1,11,8,141,30,1,1,8
"The House of Flowers",219,1,12,8.2,137,27,1,1,8.2
"The House of Flowers",219,1,12,8.2,137,27,1,1,8.2
"The House of Flowers",219,1,13,8.2,148,37,1,1,8.2
"The House of Flowers",219,1,13,8.2,148,37,1,1,8.2
"The House of Flowers",219,2,1,6.8,161,39,1,1,6.8
"The House of Flowers",219,2,1,6.8,161,39,1,1,6.8
"The House of Flowers",219,3,0,7.6,232,35,1,1,7.6
"The House of Flowers",219,3,0,7.6,232,35,1,1,7.6
"The House of Flowers",219,3,1,7,90,30,1,1,7
"The House of Flowers",219,3,1,7,90,30,1,1,7
"The House of Flowers",219,3,2,7.2,58,29,1,1,7.2
"The House of Flowers",219,3,2,7.2,58,29,1,1,7.2
"The House of Flowers",219,3,3,7.3,57,27,1,1,7.3
"The House of Flowers",219,3,3,7.3,57,27,1,1,7.3
"The House of Flowers",219,3,4,7.4,52,27,1,1,7.4
"The House of Flowers",219,3,4,7.4,52,27,1,1,7.4
"The House of Flowers",219,3,5,7.5,50,31,1,1,7.5
"The House of Flowers",219,3,5,7.5,50,31,1,1,7.5
"The House of Flowers",219,3,6,7.2,50,24,1,1,7.2
"The House of Flowers",219,3,6,7.2,50,24,1,1,7.2
"The House of Flowers",219,3,7,7.3,49,29,1,1,7.3
"The House of Flowers",219,3,7,7.3,49,29,1,1,7.3
"The House of Flowers",219,3,8,7.6,51,31,1,1,7.6
"The House of Flowers",219,3,8,7.6,51,31,1,1,7.6
"The House of Flowers",219,3,9,8.3,46,30,1,1,8.3
"The House of Flowers",219,3,9,8.3,46,30,1,1,8.3
"The House of Flowers",219,3,10,8,55,33,1,1,8
"The House of Flowers",219,3,10,8,55,33,1,1,8
"The House of Flowers",219,3,11,8.5,68,35,1,1,8.5
"The House of Flowers",219,3,11,8.5,68,35,1,1,8.5
"The I-Land",220,1,1,5.4,672,42,0,1,5.4
"The I-Land",220,1,2,5.6,560,43,0,1,5.6
"The I-Land",220,1,3,5.3,504,39,0,1,5.3
"The Investigator: A British Crime Story",221,1,1,6.8,87,46,0,0,NA
"The Investigator: A British Crime Story",221,1,2,6.8,76,47,0,0,NA
"The Investigator: A British Crime Story",221,1,3,6.8,72,47,0,0,NA
"The Investigator: A British Crime Story",221,1,4,6.3,72,46,0,0,NA
"The Kominsky Method",222,1,1,7.8,1009,34,1,1,7.8
"The Kominsky Method",222,1,2,8.2,857,29,1,1,8.2
"The Kominsky Method",222,1,3,8,806,25,1,1,8
"The Kominsky Method",222,1,4,7.7,724,23,1,1,7.7
"The Kominsky Method",222,1,5,7.9,682,25,1,1,7.9
"The Kominsky Method",222,1,6,7.8,652,22,1,1,7.8
"The Kominsky Method",222,1,7,8,636,27,1,1,8
"The Kominsky Method",222,1,8,8.2,666,25,1,1,8.2
"The Kominsky Method",222,2,1,8.1,606,25,1,1,8.1
"The Kominsky Method",222,2,2,8.3,549,23,1,1,8.3
"The Kominsky Method",222,2,3,8.1,487,29,1,1,8.1
"The Kominsky Method",222,2,4,8.2,463,25,1,1,8.2
"The Kominsky Method",222,2,5,8.1,462,25,1,1,8.1
"The Kominsky Method",222,2,6,8.3,467,25,1,1,8.3
"The Kominsky Method",222,2,7,8.2,436,21,1,1,8.2
"The Kominsky Method",222,2,8,8.2,481,26,1,1,8.2
"The Last Czars",223,1,1,7.2,274,43,0,1,7.2
"The Last Kids on Earth",224,1,1,8.5,72,67,1,0,8.5
"The Last Kingdom",225,1,1,8.5,2739,59,0,1,NA
"The Last Kingdom",225,1,2,8.3,2213,59,0,1,NA
"The Last Kingdom",225,1,3,8.3,2063,59,0,1,NA
"The Last Kingdom",225,1,4,8.5,1992,57,0,1,NA
"The Last Kingdom",225,1,5,9.1,2150,59,0,1,NA
"The Last Kingdom",225,1,6,8.7,1957,59,0,1,NA
"The Last Kingdom",225,1,7,8.7,1938,59,0,1,NA
"The Last Kingdom",225,1,8,9.3,2523,59,0,1,NA
"The Last Kingdom",225,2,1,8.2,1739,57,0,1,NA
"The Last Kingdom",225,2,2,8.6,1635,59,0,1,NA
"The Last Kingdom",225,2,3,9.1,1835,59,0,1,NA
"The Last Kingdom",225,2,4,9.3,1820,57,0,1,NA
"The Last Kingdom",225,2,5,8.4,1505,59,0,1,NA
"The Last Kingdom",225,2,6,8.9,1607,59,0,1,NA
"The Last Kingdom",225,2,7,9,1610,58,0,1,NA
"The Last Kingdom",225,2,8,9.4,1932,59,0,1,NA
"The Last Kingdom",225,3,1,9.1,1819,55,0,1,9.1
"The Last Kingdom",225,3,2,8.9,1540,53,0,1,8.9
"The Last Kingdom",225,3,3,9,1526,53,0,1,9
"The Last Kingdom",225,3,4,9.2,1528,53,0,1,9.2
"The Last Kingdom",225,3,5,9.2,1519,53,0,1,9.2
"The Last Kingdom",225,3,6,9,1497,53,0,1,9
"The Last Kingdom",225,3,7,9.1,1479,56,0,1,9.1
"The Last Kingdom",225,3,8,9.1,1516,52,0,1,9.1
"The Last Kingdom",225,3,9,9.5,1802,54,0,1,9.5
"The Last Kingdom",225,3,10,9.6,2079,50,0,1,9.6
"The Last Kingdom",225,4,1,8.6,1423,56,0,1,8.6
"The Last Kingdom",225,4,2,9,1304,55,0,1,9
"The Last Kingdom",225,4,3,9.2,1331,54,0,1,9.2
"The Last Kingdom",225,4,4,9.5,1409,51,0,1,9.5
"The Last Kingdom",225,4,5,9,1234,55,0,1,9
"The Last Kingdom",225,4,6,8.8,1201,53,0,1,8.8
"The Last Kingdom",225,4,7,9,1160,52,0,1,9
"The Last Kingdom",225,4,8,9,1167,50,0,1,9
"The Last Kingdom",225,4,9,9.2,1228,52,0,1,9.2
"The Last Kingdom",225,4,10,9.4,1539,55,0,1,9.4
"The Mafia Dolls",226,1,1,7.2,8,41,0,1,NA
"The Magic School Bus Rides Again",227,1,4,6.9,21,48,0,0,NA
"The Midnight Gospel",228,1,1,8,921,21,1,0,8
"The Midnight Gospel",228,1,2,7.8,720,19,1,0,7.8
"The Midnight Gospel",228,1,3,8.1,632,25,1,0,8.1
"The Midnight Gospel",228,1,4,8.3,551,26,1,0,8.3
"The Midnight Gospel",228,1,5,9.3,708,24,1,0,9.3
"The Midnight Gospel",228,1,6,8.1,453,26,1,0,8.1
"The Midnight Gospel",228,1,7,8.5,453,24,1,0,8.5
"The Midnight Gospel",228,1,8,9.8,1200,36,1,0,9.8
"The Mr. Peabody & Sherman Show",229,1,1,6.3,25,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,2,7.1,19,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,3,6.5,13,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,4,6.7,12,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,5,6.2,8,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,6,6.6,8,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,7,6.8,8,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,8,6.8,8,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,9,6.1,7,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,10,6.6,8,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,11,7.5,11,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,12,6.5,8,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,1,13,6.9,9,23,1,0,NA
"The Mr. Peabody & Sherman Show",229,2,13,6.7,6,23,1,0,NA
"The OA",230,1,1,8.2,3121,62,0,1,NA
"The OA",230,1,2,8.3,2600,58,0,1,NA
"The OA",230,1,3,8.3,2387,61,0,1,NA
"The OA",230,1,4,8.4,2347,64,0,1,NA
"The OA",230,1,5,8.5,2370,61,0,1,NA
"The OA",230,1,6,8.2,2170,31,0,1,NA
"The OA",230,1,7,8.1,2178,41,0,1,NA
"The OA",230,1,8,8.4,2858,50,0,1,NA
"The OA",230,2,1,8.9,2141,69,0,1,8.9
"The OA",230,2,2,8.9,1829,71,0,1,8.9
"The OA",230,2,3,8.5,1824,55,0,1,8.5
"The OA",230,2,4,9.1,1854,63,0,1,9.1
"The OA",230,2,5,8.9,1737,43,0,1,8.9
"The OA",230,2,6,8.5,1623,48,0,1,8.5
"The OA",230,2,7,8.8,1630,52,0,1,8.8
"The OA",230,2,8,9.3,2372,43,0,1,9.3
"The Order",231,1,1,6.9,615,51,0,1,6.9
"The Order",231,1,2,7.3,517,47,0,1,7.3
"The Order",231,1,3,7.3,477,49,0,1,7.3
"The Order",231,1,4,7.5,445,42,0,1,7.5
"The Order",231,1,5,7.5,429,48,0,1,7.5
"The Order",231,1,6,7.7,413,46,0,1,7.7
"The Order",231,1,7,7.6,389,47,0,1,7.6
"The Order",231,1,8,7.7,388,45,0,1,7.7
"The Order",231,1,9,7.9,402,49,0,1,7.9
"The Order",231,1,10,7.5,466,51,0,1,7.5
"The Order",231,2,1,7.4,253,47,0,1,7.4
"The Order",231,2,2,7.5,219,48,0,1,7.5
"The Order",231,2,3,7.7,217,44,0,1,7.7
"The Order",231,2,4,7.7,215,45,0,1,7.7
"The Order",231,2,5,7.6,207,46,0,1,7.6
"The Order",231,2,6,7.7,204,46,0,1,7.7
"The Order",231,2,7,7.5,208,51,0,1,7.5
"The Order",231,2,8,7.7,223,51,0,1,7.7
"The Order",231,2,9,7.7,205,49,0,1,7.7
"The Order",231,2,10,8,245,49,0,1,8
"The Politician",232,1,1,7.9,859,62,1,1,7.9
"The Politician",232,1,2,8,640,47,1,1,8
"The Politician",232,1,3,8,600,42,1,1,8
"The Politician",232,1,4,7.9,583,42,1,1,7.9
"The Politician",232,1,5,8,651,28,1,1,8
"The Politician",232,1,6,7.6,564,56,1,1,7.6
"The Politician",232,1,7,8,557,40,1,1,8
"The Politician",232,1,8,8.6,711,56,1,1,8.6
"The Politician",232,2,1,8.1,364,50,1,1,8.1
"The Politician",232,2,2,8,313,44,1,1,8
"The Politician",232,2,3,8,314,41,1,1,8
"The Politician",232,2,4,8.3,298,37,1,1,8.3
"The Politician",232,2,5,8.8,370,28,1,1,8.8
"The Politician",232,2,6,8.2,275,35,1,1,8.2
"The Politician",232,2,7,8.6,332,44,1,1,8.6
"The Protector",233,1,1,7.4,2051,46,0,0,7.4
"The Protector",233,1,2,7.1,1765,34,0,0,7.1
"The Protector",233,1,3,7.3,1770,36,0,0,7.3
"The Protector",233,1,4,7.6,1789,45,0,0,7.6
"The Protector",233,1,5,7.3,1704,46,0,0,7.3
"The Protector",233,1,6,7.3,1667,38,0,0,7.3
"The Protector",233,1,7,7.3,1709,42,0,0,7.3
"The Protector",233,1,8,7.7,1778,42,0,0,7.7
"The Protector",233,1,9,7.5,1724,35,0,0,7.5
"The Protector",233,1,10,7.4,1816,31,0,0,7.4
"The Protector",233,2,1,5.9,1391,40,0,0,5.9
"The Protector",233,2,2,5.9,1306,39,0,0,5.9
"The Protector",233,2,3,6.5,1263,41,0,0,6.5
"The Protector",233,2,4,6,1251,50,0,0,6
"The Protector",233,2,5,5.9,1242,44,0,0,5.9
"The Protector",233,2,6,6.2,1231,50,0,0,6.2
"The Protector",233,2,7,6,1234,48,0,0,6
"The Protector",233,2,8,5.4,1334,47,0,0,5.4
"The Punisher",234,1,1,8.6,6886,51,0,1,NA
"The Punisher",234,1,2,8.3,5871,57,0,1,NA
"The Punisher",234,1,3,8.5,5631,58,0,1,NA
"The Punisher",234,1,4,8.4,5309,49,0,1,NA
"The Punisher",234,1,5,8.7,5303,55,0,1,NA
"The Punisher",234,1,6,8.3,5067,55,0,1,NA
"The Punisher",234,1,7,8.7,5074,49,0,1,NA
"The Punisher",234,1,8,8.9,5150,53,0,1,NA
"The Punisher",234,1,9,9,5231,54,0,1,NA
"The Punisher",234,1,10,9.2,5980,49,0,1,NA
"The Punisher",234,1,11,9.3,6299,52,0,1,NA
"The Punisher",234,1,12,9.5,7890,51,0,1,NA
"The Punisher",234,1,13,9.2,6377,55,0,1,NA
"The Punisher",234,2,1,9,4680,53,0,1,9
"The Punisher",234,2,2,8.2,3559,55,0,1,8.2
"The Punisher",234,2,3,8.9,3721,51,0,1,8.9
"The Punisher",234,2,4,7.9,3237,58,0,1,7.9
"The Punisher",234,2,5,8.4,3117,51,0,1,8.4
"The Punisher",234,2,6,8.1,3006,57,0,1,8.1
"The Punisher",234,2,7,8.4,2977,52,0,1,8.4
"The Punisher",234,2,8,8.3,2936,49,0,1,8.3
"The Punisher",234,2,9,8.3,2867,58,0,1,8.3
"The Punisher",234,2,10,8.8,3144,47,0,1,8.8
"The Punisher",234,2,11,8.5,2875,55,0,1,8.5
"The Punisher",234,2,12,8.9,3061,50,0,1,8.9
"The Punisher",234,2,13,9.1,3797,58,0,1,9.1
"The Rain",235,1,1,6.6,1224,46,0,1,6.6
"The Rain",235,1,2,7.1,873,37,0,1,7.1
"The Rain",235,1,3,6.9,797,36,0,1,6.9
"The Rain",235,1,4,7.1,754,38,0,1,7.1
"The Rain",235,1,5,7.2,768,48,0,1,7.2
"The Rain",235,1,6,7.2,711,41,0,1,7.2
"The Rain",235,1,7,7,661,35,0,1,7
"The Rain",235,1,8,7,703,40,0,1,7
"The Rain",235,2,1,7.2,533,37,0,1,7.2
"The Rain",235,2,2,7.1,457,46,0,1,7.1
"The Rain",235,2,3,6.8,427,41,0,1,6.8
"The Rain",235,2,4,7,420,48,0,1,7
"The Rain",235,2,5,7.2,428,43,0,1,7.2
"The Rain",235,2,6,7.7,507,42,0,1,7.7
"The Rain",235,3,1,6.9,169,48,0,1,6.9
"The Rain",235,3,2,7,143,41,0,1,7
"The Rain",235,3,5,6.9,108,47,0,1,6.9
"The Ranch",236,1,1,7,828,29,1,1,NA
"The Ranch",236,1,2,7.5,617,32,1,1,NA
"The Ranch",236,1,3,7.7,558,32,1,1,NA
"The Ranch",236,1,5,7.7,510,27,1,1,NA
"The Ranch",236,1,6,7.8,486,30,1,1,NA
"The Ranch",236,1,7,8.1,484,29,1,1,NA
"The Ranch",236,1,8,8,473,28,1,1,NA
"The Ranch",236,1,9,8.3,520,28,1,1,NA
"The Ranch",236,1,10,8.3,537,31,1,1,NA
"The Ranch",236,1,11,7.8,372,27,1,1,NA
"The Ranch",236,1,12,7.7,348,27,1,1,NA
"The Ranch",236,1,13,7.8,341,27,1,1,NA
"The Ranch",236,1,14,8,339,31,1,1,NA
"The Ranch",236,1,15,8,341,31,1,1,NA
"The Ranch",236,1,16,7.8,339,27,1,1,NA
"The Ranch",236,1,17,7.8,331,29,1,1,NA
"The Ranch",236,1,18,8.2,347,30,1,1,NA
"The Ranch",236,1,19,8.1,339,28,1,1,NA
"The Ranch",236,1,20,8.6,414,31,1,1,NA
"The Seven Deadly Sins",237,1,1,7.7,491,25,1,0,NA
"The Seven Deadly Sins",237,1,2,7.5,343,24,1,0,NA
"The Seven Deadly Sins",237,1,3,7.7,312,24,1,0,NA
"The Seven Deadly Sins",237,1,4,7.6,293,24,1,0,NA
"The Seven Deadly Sins",237,1,5,7.9,287,25,1,0,NA
"The Seven Deadly Sins",237,1,6,8.1,279,24,1,0,NA
"The Seven Deadly Sins",237,1,7,7.9,269,24,1,0,NA
"The Seven Deadly Sins",237,1,8,8.7,290,24,1,0,NA
"The Seven Deadly Sins",237,1,9,8,261,24,1,0,NA
"The Seven Deadly Sins",237,1,10,8.1,266,24,1,0,NA
"The Seven Deadly Sins",237,1,11,8.1,263,24,1,0,NA
"The Seven Deadly Sins",237,1,12,8.3,260,24,1,0,NA
"The Seven Deadly Sins",237,1,13,8.3,251,24,1,0,NA
"The Seven Deadly Sins",237,1,14,7.9,246,24,1,0,NA
"The Seven Deadly Sins",237,1,15,8,248,24,1,0,NA
"The Seven Deadly Sins",237,1,16,8,244,24,1,0,NA
"The Seven Deadly Sins",237,1,17,8.3,248,24,1,0,NA
"The Seven Deadly Sins",237,1,18,8.3,247,24,1,0,NA
"The Seven Deadly Sins",237,1,19,8.7,263,24,1,0,NA
"The Seven Deadly Sins",237,1,20,8.7,258,24,1,0,NA
"The Seven Deadly Sins",237,1,21,8.2,245,24,1,0,NA
"The Seven Deadly Sins",237,1,22,8.5,244,24,1,0,NA
"The Seven Deadly Sins",237,1,23,8.6,254,24,1,0,NA
"The Seven Deadly Sins",237,1,24,8.4,275,24,1,0,NA
"The Society",238,1,1,7.3,678,58,0,1,7.3
"The Society",238,1,2,7.2,565,58,0,1,7.2
"The Society",238,1,3,7.4,529,60,0,1,7.4
"The Society",238,1,4,7.5,490,56,0,1,7.5
"The Society",238,1,5,7.7,458,53,0,1,7.7
"The Society",238,1,6,7.9,464,48,0,1,7.9
"The Society",238,1,7,7.9,464,53,0,1,7.9
"The Society",238,1,8,8.1,468,53,0,1,8.1
"The Society",238,1,9,7.8,420,60,0,1,7.8
"The Society",238,1,10,7.6,500,59,0,1,7.6
"The Staircase",239,1,1,7.3,357,47,0,1,NA
"The Staircase",239,1,2,7.3,328,46,0,1,NA
"The Staircase",239,1,3,7.3,320,47,0,1,NA
"The Staircase",239,1,4,7.4,299,45,0,1,NA
"The Staircase",239,1,5,7.5,295,48,0,1,NA
"The Staircase",239,1,6,7.4,297,48,0,1,NA
"The Staircase",239,1,7,7.5,292,49,0,1,NA
"The Staircase",239,1,8,7.9,302,51,0,1,NA
"The Stranded",240,1,1,7.1,53,46,0,1,7.1
"The Stranded",240,1,2,6.8,37,46,0,1,6.8
"The Stranded",240,1,3,6.7,37,47,0,1,6.7
"The Stranded",240,1,4,6.8,38,53,0,1,6.8
"The Stranded",240,1,5,6.6,38,53,0,1,6.6
"The Stranded",240,1,6,7,39,46,0,1,7
"The Stranded",240,1,7,7,44,50,0,1,7
"The Stranger",241,1,1,7.5,943,51,0,1,7.5
"The Stranger",241,1,2,7.6,839,48,0,1,7.6
"The Stranger",241,1,3,7.6,772,43,0,1,7.6
"The Stranger",241,1,4,7.7,739,44,0,1,7.7
"The Stranger",241,1,5,7.9,723,42,0,1,7.9
"The Stranger",241,1,6,7.8,696,50,0,1,7.8
"The Stranger",241,1,7,8,697,42,0,1,8
"The Stranger",241,1,8,7.9,763,43,0,1,7.9
"The Toys That Made Us",242,1,1,8.3,760,51,1,0,NA
"The Toys That Made Us",242,1,2,7.8,584,44,1,0,NA
"The Toys That Made Us",242,1,3,8.3,651,46,1,0,NA
"The Toys That Made Us",242,1,4,8,572,45,1,0,NA
"The Toys That Made Us",242,2,1,8,497,43,1,0,8
"The Toys That Made Us",242,2,2,8,491,46,1,0,8
"The Toys That Made Us",242,2,3,8.1,534,44,1,0,8.1
"The Toys That Made Us",242,2,4,7.6,428,43,1,0,7.6
"The Trial",243,1,1,7.5,72,50,0,0,7.5
"The Trial",243,1,2,7.5,55,50,0,0,7.5
"The Trial",243,1,3,7.3,52,50,0,0,7.3
"The Trial",243,1,4,7.3,50,50,0,0,7.3
"The Trial",243,1,5,7.5,47,50,0,0,7.5
"The Trial",243,1,6,7.5,47,50,0,0,7.5
"The Trial",243,1,7,7.5,48,50,0,0,7.5
"The Trial",243,1,8,7.5,49,50,0,0,7.5
"The Umbrella Academy",244,1,1,7.9,4287,59,1,1,7.9
"The Umbrella Academy",244,1,2,7.9,3599,58,1,1,7.9
"The Umbrella Academy",244,1,3,8,3317,56,1,1,8
"The Umbrella Academy",244,1,4,8.1,3117,57,1,1,8.1
"The Umbrella Academy",244,1,5,8.3,3081,59,1,1,8.3
"The Umbrella Academy",244,1,6,8.5,3088,57,1,1,8.5
"The Umbrella Academy",244,1,7,8.3,2895,56,1,1,8.3
"The Umbrella Academy",244,1,8,8.6,3088,51,1,1,8.6
"The Umbrella Academy",244,1,9,8.6,2934,44,1,1,8.6
"The Umbrella Academy",244,1,10,8.9,3565,46,1,1,8.9
"The Umbrella Academy",244,2,1,8.5,2144,47,1,1,8.5
"The Umbrella Academy",244,2,2,8.3,1830,48,1,1,8.3
"The Umbrella Academy",244,2,3,8.6,1798,48,1,1,8.6
"The Umbrella Academy",244,2,4,8.4,1664,49,1,1,8.4
"The Umbrella Academy",244,2,5,8.5,1622,48,1,1,8.5
"The Umbrella Academy",244,2,6,8.6,1562,50,1,1,8.6
"The Umbrella Academy",244,2,7,8.7,1575,47,1,1,8.7
"The Umbrella Academy",244,2,8,8.8,1568,47,1,1,8.8
"The Umbrella Academy",244,2,9,9,1649,40,1,1,9
"The Umbrella Academy",244,2,10,9.2,2075,49,1,1,9.2
"The Witcher",245,1,1,8.4,19108,61,0,0,8.4
"The Witcher",245,1,2,7.9,16240,61,0,0,7.9
"The Witcher",245,1,3,8.7,15866,67,0,0,8.7
"The Witcher",245,1,4,8.6,14522,62,0,0,8.6
"The Witcher",245,1,5,8.5,13509,59,0,0,8.5
"The Witcher",245,1,6,8.3,13338,59,0,0,8.3
"The Witcher",245,1,7,8.6,13109,47,0,0,8.6
"The Witcher",245,1,8,8.9,14923,59,0,0,8.9
"The World's Most Extraordinary Homes",246,1,1,7.7,177,59,0,0,NA
"The World's Most Extraordinary Homes",246,1,2,7.8,147,59,0,0,NA
"The World's Most Extraordinary Homes",246,1,3,7.8,131,59,0,0,NA
"The World's Most Extraordinary Homes",246,1,4,8.1,120,59,0,0,NA
"The World's Most Extraordinary Homes",246,2,1,7.8,90,59,0,0,7.8
"The World's Most Extraordinary Homes",246,2,2,8.1,90,59,0,0,8.1
"The World's Most Extraordinary Homes",246,2,3,7.9,79,59,0,0,7.9
"The World's Most Extraordinary Homes",246,2,5,7.4,87,46,0,0,7.4
"The World's Most Extraordinary Homes",246,2,6,7.7,76,45,0,0,7.7
"The World's Most Extraordinary Homes",246,2,7,8.1,77,46,0,0,8.1
"The World's Most Extraordinary Homes",246,2,8,7.2,65,46,0,0,7.2
"The Worst Witch",247,1,1,7.4,69,58,0,0,7.4
"The Worst Witch",247,1,2,7.6,56,24,0,0,NA
"The Worst Witch",247,1,3,7.9,48,28,0,0,NA
"The Worst Witch",247,1,4,7.8,46,27,0,0,NA
"The Worst Witch",247,1,5,8,44,28,0,0,NA
"The Worst Witch",247,1,6,8.3,43,28,0,0,NA
"The Worst Witch",247,1,7,8.3,42,28,0,0,NA
"The Worst Witch",247,1,8,8.4,42,28,0,0,NA
"The Worst Witch",247,1,9,8.4,39,28,0,0,NA
"The Worst Witch",247,1,10,8.5,42,28,0,0,NA
"The Worst Witch",247,1,11,8.6,42,28,0,0,NA
"The Worst Witch",247,1,12,8.2,41,28,0,0,NA
